"","SECTOR","Symbol","GainLoss_dol","GainLoss_perc","Bought","Buy_price","Sold","Sell_price","PROFIT","EQUITY"
"2633","Consumer Durables","POOL",-8.19,-6.93,2017-07-19,118.190002,2017-07-20,110,-69.3000000000001,1025.5
"2634","Consumer Durables","POOL",0.45,0.41,2017-10-18,110.330002,2017-10-19,110.779999,4.10000000000002,1029.6
"2635","Consumer Durables","POOL",8.54,6.59,2018-02-14,129.580002,2018-02-15,138.119995,65.9000000000001,1095.5
"2636","Consumer Durables","POOL",-1.39,-0.94,2018-04-18,148.440002,2018-04-19,147.050003,-9.39999999999998,1086.1
"2637","Consumer Durables","POOL",-3.71,-2.35,2018-07-18,158.059998,2018-07-19,154.350006,-23.5,1062.6
"2638","Consumer Durables","POOL",-0.12,-0.08,2018-10-17,148.619995,2018-10-18,148.5,-0.800000000000068,1061.8
"2639","Consumer Durables","POOL",-7.48,-4.7,2019-02-13,158.990005,2019-02-14,151.509995,-47,1014.8
"2640","Health Care","PRAH",5.9,14.36,2016-02-23,41.09,2016-02-25,46.990002,143.6,1143.6
"2641","Health Care","PRAH",-2.72,-5.35,2016-04-26,50.82,2016-04-28,48.099998,-53.5,1090.1
"2642","Health Care","PRAH",1.72,3.95,2016-07-27,43.5,2016-07-29,45.220001,39.5,1129.6
"2643","Health Care","PRAH",0.5,0.93,2016-11-01,53.5,2016-11-03,54,9.30000000000007,1138.9
"2644","Health Care","PRAH",-0.6,-0.98,2017-02-21,61.419998,2017-02-23,60.82,-9.80000000000007,1129.1
"2645","Health Care","PRAH",0.57,0.87,2017-04-24,65.5,2017-04-26,66.07,8.69999999999993,1137.8
"2646","Health Care","PRAH",3.96,5.35,2017-08-04,74.040001,2017-08-08,78,53.5,1191.3
"2647","Health Care","PRAH",1.65,2.01,2017-10-24,81.980003,2017-10-26,83.629997,20.1,1211.4
"2648","Health Care","PRAH",0.22,0.25,2018-02-20,88.279999,2018-02-22,88.5,2.5,1213.9
"2649","Health Care","PRAH",-6.88,-7.87,2018-04-24,87.400002,2018-04-26,80.519997,-78.7,1135.2
"2650","Health Care","PRAH",4.54,4.4,2018-07-31,103.199997,2018-08-02,107.739998,44,1179.2
"2651","Health Care","PRAH",4.98,5.24,2018-10-30,95.019997,2018-11-01,100,52.4000000000001,1231.6
"2652","Technology","PTC",0.5,1.62,2016-01-19,30.83,2016-01-21,31.33,16.2,1016.2
"2653","Technology","PTC",3.99,11.95,2016-04-19,33.400002,2016-04-21,37.389999,119.5,1135.7
"2654","Technology","PTC",1.17,3.01,2016-07-19,38.880001,2016-07-21,40.049999,30.0999999999999,1165.8
"2655","Technology","PTC",-0.14,-0.3,2016-10-25,46.139999,2016-10-27,46,-3,1162.8
"2656","Technology","PTC",0.41,0.84,2017-01-17,49.09,2017-01-19,49.5,8.39999999999998,1171.2
"2657","Technology","PTC",1.64,3.13,2017-04-18,52.459999,2017-04-20,54.099998,31.3000000000002,1202.5
"2658","Technology","PTC",-2.95,-5.15,2017-07-18,57.25,2017-07-20,54.299999,-51.5,1151
"2659","Technology","PTC",3.14,5.16,2017-10-24,60.849998,2017-10-26,63.990002,51.6000000000001,1202.6
"2660","Technology","PTC",6.01,9.03,2018-01-16,66.529999,2018-01-18,72.540001,90.3,1292.9
"2661","Technology","PTC",0.15,0.18,2018-04-17,81.860001,2018-04-19,82.010002,1.80000000000007,1294.7
"2662","Technology","PTC",-2.18,-2.23,2018-07-17,97.779999,2018-07-19,95.599998,-22.3,1272.4
"2663","Technology","PTC",-12.11,-13.33,2018-10-23,90.860001,2018-10-25,78.75,-133.3,1139.1
"2664","Technology","PTC",-7.69,-8.84,2019-01-22,87,2019-01-24,79.309998,-88.4000000000001,1050.7
"2665","Miscellaneous","PYPL",2.14,6.8,2016-01-26,31.49,2016-01-28,33.630001,68,1068
"2666","Miscellaneous","PYPL",1.43,3.61,2016-04-26,39.57,2016-04-28,41,36.0999999999999,1104.1
"2667","Miscellaneous","PYPL",-2.14,-5.43,2016-07-20,39.439999,2016-07-22,37.299999,-54.3000000000001,1049.8
"2668","Miscellaneous","PYPL",1.88,4.7,2016-10-19,39.970001,2016-10-21,41.849998,47,1096.8
"2669","Miscellaneous","PYPL",-1.36,-3.21,2017-01-25,42.360001,2017-01-27,41,-32.1,1064.7
"2670","Miscellaneous","PYPL",2.76,6.2,2017-04-25,44.490002,2017-04-27,47.25,62,1126.7
"2671","Miscellaneous","PYPL",2.27,3.87,2017-07-25,58.73,2017-07-27,61,38.7,1165.4
"2672","Miscellaneous","PYPL",3.93,5.83,2017-10-18,67.400002,2017-10-20,71.330002,58.3,1223.7
"2673","Miscellaneous","PYPL",-3.05,-3.67,2018-01-30,83,2018-02-01,79.949997,-36.6999999999999,1187
"2674","Miscellaneous","PYPL",-2.58,-3.27,2018-04-24,78.900002,2018-04-26,76.32,-32.6999999999999,1154.3
"2675","Miscellaneous","PYPL",-2.09,-2.31,2018-07-24,90.599998,2018-07-26,88.510002,-23.1,1131.2
"2676","Miscellaneous","PYPL",2.56,3.15,2018-10-17,81.190002,2018-10-19,83.75,31.5,1162.7
"2677","Miscellaneous","PYPL",-3.31,-3.58,2019-01-29,92.330002,2019-01-31,89.019997,-35.8000000000001,1126.9
"2678","Technology","QCOM",-1.8,-3.78,2016-01-26,47.599998,2016-01-28,45.799999,-37.8000000000001,962.2
"2679","Technology","QCOM",-0.43,-0.83,2016-04-19,51.73,2016-04-21,51.299999,-8.29999999999995,953.9
"2680","Technology","QCOM",4.07,7.3,2016-07-19,55.73,2016-07-21,59.799999,73,1026.9
"2681","Technology","QCOM",-1.31,-1.9,2016-11-01,69,2016-11-03,67.690002,-19,1007.9
"2682","Technology","QCOM",0.33,0.6,2017-01-24,55.02,2017-01-26,55.349998,6,1013.9
"2683","Technology","QCOM",0.62,1.18,2017-04-18,52.599998,2017-04-20,53.220001,11.8000000000001,1025.7
"2684","Technology","QCOM",-1.23,-2.18,2017-07-18,56.34,2017-07-20,55.110001,-21.8000000000001,1003.9
"2685","Technology","QCOM",1.34,2.56,2017-10-31,52.259998,2017-11-02,53.599998,25.6000000000001,1029.5
"2686","Technology","QCOM",-0.43,-0.64,2018-01-30,67.43,2018-02-01,67,-6.39999999999998,1023.1
"2687","Technology","QCOM",-1.36,-2.67,2018-04-24,50.880001,2018-04-26,49.52,-26.6999999999999,996.4
"2688","Technology","QCOM",3.7,6.23,2018-07-24,59.349998,2018-07-26,63.049999,62.3,1058.7
"2689","Technology","QCOM",-5.35,-8.45,2018-11-06,63.349998,2018-11-08,58,-84.5,974.2
"2690","Technology","QCOM",0.71,1.41,2019-01-29,50.490002,2019-01-31,51.200001,14.1,988.3
"2691","Health Care","QGEN",-1.33,-5.37,2016-04-26,24.792099,2016-04-28,23.461538,-53.6999999999999,946.3
"2692","Health Care","QGEN",2.31,9.59,2016-07-27,24.074844,2016-07-29,26.382536,95.9000000000001,1042.2
"2693","Health Care","QGEN",2.61,10.3,2016-11-01,25.343035,2016-11-03,27.952183,103,1145.2
"2694","Health Care","QGEN",1.13,3.97,2017-01-31,28.48,2017-02-02,29.610001,39.7,1184.9
"2695","Health Care","QGEN",0.89,2.93,2017-05-01,30.33,2017-05-03,31.219999,29.3000000000002,1214.2
"2696","Health Care","QGEN",-0.72,-2.1,2017-07-26,34.25,2017-07-28,33.529999,-21,1193.2
"2697","Health Care","QGEN",-1.6,-4.71,2017-11-03,33.990002,2017-11-07,32.389999,-47.1,1146.1
"2698","Health Care","QGEN",0.59,1.75,2018-01-30,33.790001,2018-02-01,34.380001,17.5000000000001,1163.6
"2699","Health Care","QGEN",0.65,1.99,2018-05-01,32.630001,2018-05-03,33.279999,19.9,1183.5
"2700","Health Care","QGEN",1.65,4.51,2018-07-30,36.610001,2018-08-01,38.259998,45.0999999999999,1228.6
"2701","Health Care","QGEN",1.64,4.83,2018-10-26,33.950001,2018-10-30,35.59,48.3,1276.9
"2702","Health Care","QGEN",-0.44,-1.2,2019-02-01,36.700001,2019-02-05,36.259998,-12,1264.9
"2703","Technology","QRVO",-0.64,-1.72,2016-02-03,37.240002,2016-02-05,36.599998,-17.2,982.8
"2704","Technology","QRVO",3.58,8.08,2016-05-03,44.32,2016-05-05,47.900002,80.8,1063.6
"2705","Technology","QRVO",-8,-12.6,2016-08-01,63.5,2016-08-03,55.5,-126,937.6
"2706","Technology","QRVO",-7.37,-13.22,2016-11-02,55.73,2016-11-04,48.360001,-132.2,805.4
"2707","Technology","QRVO",-2.5,-3.92,2017-01-31,63.84,2017-02-02,61.34,-39.2,766.2
"2708","Technology","QRVO",-1.66,-2.42,2017-05-02,68.529999,2017-05-04,66.870003,-24.2,742
"2709","Technology","QRVO",-2.37,-3.45,2017-08-01,68.669998,2017-08-03,66.300003,-34.5,707.5
"2710","Technology","QRVO",-4.72,-6.17,2017-10-31,76.449997,2017-11-02,71.730003,-61.6999999999999,645.8
"2711","Technology","QRVO",11.84,17.55,2018-01-30,67.480003,2018-02-01,79.32,175.5,821.3
"2712","Technology","QRVO",5.38,7.84,2018-05-01,68.650002,2018-05-03,74.029999,78.4000000000001,899.7
"2713","Technology","QRVO",-2.42,-2.97,2018-07-31,81.419998,2018-08-02,79,-29.6999999999999,870
"2714","Technology","QRVO",5.63,8.11,2018-10-30,69.410004,2018-11-01,75.040001,81.0999999999999,951.1
"2715","Technology","QRVO",-6.94,-10.24,2019-02-06,67.75,2019-02-08,60.810001,-102.4,848.7
"2716","Consumer Services","REG",1.92,2.75,2016-02-09,69.739998,2016-02-11,71.660004,27.5,1027.5
"2717","Consumer Services","REG",0.72,0.98,2016-05-02,73.790001,2016-05-04,74.510002,9.80000000000007,1037.3
"2718","Consumer Services","REG",-0.79,-0.93,2016-08-01,85,2016-08-03,84.209999,-9.29999999999995,1028
"2719","Consumer Services","REG",-1.37,-1.92,2016-10-31,71.470001,2016-11-02,70.099998,-19.2,1008.8
"2720","Consumer Services","REG",1.06,1.52,2017-02-07,69.580002,2017-02-09,70.639999,15.2,1024
"2721","Consumer Services","REG",-1.26,-2.01,2017-05-08,62.790001,2017-05-10,61.529999,-20.1,1003.9
"2722","Consumer Services","REG",-1.29,-1.93,2017-08-02,66.889999,2017-08-04,65.599998,-19.3,984.6
"2723","Consumer Services","REG",1.76,2.83,2017-10-31,62.220001,2017-11-02,63.98,28.3,1012.9
"2724","Consumer Services","REG",-1.66,-2.87,2018-02-07,57.830002,2018-02-09,56.169998,-28.6999999999999,984.2
"2725","Consumer Services","REG",1.61,2.81,2018-04-27,57.240002,2018-05-01,58.849998,28.0999999999999,1012.3
"2726","Consumer Services","REG",0.05,0.08,2018-08-01,62.91,2018-08-03,62.959999,0.799999999999955,1013.1
"2727","Consumer Services","REG",1.51,2.4,2018-10-24,62.830002,2018-10-26,64.339996,24,1037.1
"2728","Consumer Services","REG",-0.1,-0.15,2019-02-12,66.239998,2019-02-14,66.139999,-1.5,1035.6
"2729","Health Care","REGN",-23.7,-6.23,2016-02-08,380.700012,2016-02-09,357,-62.3000000000001,937.7
"2730","Health Care","REGN",7.07,1.91,2016-05-04,370.059998,2016-05-05,377.130005,19.0999999999999,956.8
"2731","Health Care","REGN",8.59,1.98,2016-08-03,434.700012,2016-08-04,443.290009,19.8000000000001,976.6
"2732","Health Care","REGN",-17.89,-5.21,2016-11-03,343.51001,2016-11-04,325.619995,-52.1,924.5
"2733","Health Care","REGN",-8.81,-2.48,2017-02-08,355.880005,2017-02-09,347.070007,-24.8000000000001,899.7
"2734","Health Care","REGN",8.19,2.04,2017-05-03,402,2017-05-04,410.190002,20.4,920.1
"2735","Health Care","REGN",27.32,5.8,2017-08-02,470.779999,2017-08-03,498.100006,58,978.1
"2736","Health Care","REGN",10.75,2.64,2017-11-07,407.26001,2017-11-08,418.01001,26.4000000000001,1004.5
"2737","Health Care","REGN",3.23,0.95,2018-02-07,338.799988,2018-02-08,342.029999,9.50000000000011,1014
"2738","Health Care","REGN",-2.32,-0.77,2018-05-02,299.920013,2018-05-03,297.600006,-7.70000000000005,1006.3
"2739","Health Care","REGN",5.74,1.57,2018-08-01,366.73999,2018-08-02,372.480011,15.7,1022
"2740","Health Care","REGN",4.85,1.37,2018-11-05,354.359985,2018-11-06,359.209991,13.7,1035.7
"2741","Health Care","REGN",2.79,0.65,2019-02-05,426.109985,2019-02-06,428.899994,6.5,1042.2
"2742","Basic Industries","RGLD",-0.43,-1.4,2016-02-02,30.629999,2016-02-03,30.200001,-14,986
"2743","Basic Industries","RGLD",1,1.77,2016-04-26,56.650002,2016-04-27,57.650002,17.7,1003.7
"2744","Basic Industries","RGLD",1.02,1.21,2016-08-09,84.349998,2016-08-10,85.370003,12.1,1015.8
"2745","Basic Industries","RGLD",1.15,1.64,2016-11-01,70.32,2016-11-02,71.470001,16.4,1032.2
"2746","Basic Industries","RGLD",0.41,0.58,2017-01-31,71.269997,2017-02-01,71.68,5.80000000000007,1038
"2747","Basic Industries","RGLD",1.51,2.17,2017-05-09,69.620003,2017-05-10,71.129997,21.7,1059.7
"2748","Basic Industries","RGLD",0.63,0.74,2017-08-08,84.970001,2017-08-09,85.599998,7.40000000000009,1067.1
"2749","Basic Industries","RGLD",-0.36,-0.42,2017-10-31,84.860001,2017-11-01,84.5,-4.19999999999993,1062.9
"2750","Basic Industries","RGLD",-2.6,-3.09,2018-02-06,84.129997,2018-02-07,81.529999,-30.9000000000001,1032
"2751","Basic Industries","RGLD",0.93,1.05,2018-05-01,88.160004,2018-05-02,89.089996,10.5,1042.5
"2752","Basic Industries","RGLD",-1.77,-2.08,2018-08-07,84.949997,2018-08-08,83.18,-20.8000000000001,1021.7
"2753","Basic Industries","RGLD",1.48,1.96,2018-10-30,75.589996,2018-10-31,77.07,19.6,1041.3
"2754","Basic Industries","RGLD",-0.29,-0.33,2019-02-05,87.519997,2019-02-06,87.230003,-3.29999999999995,1038
"2755","Consumer Services","ROKU",5.51,28.64,2017-11-07,19.24,2017-11-09,24.75,286.4,1286.4
"2756","Consumer Services","ROKU",-10.06,-19.94,2018-02-20,50.450001,2018-02-22,40.389999,-199.4,1087
"2757","Consumer Services","ROKU",4.47,13.21,2018-05-08,33.830002,2018-05-10,38.299999,132.1,1219.1
"2758","Consumer Services","ROKU",4.3,8.87,2018-08-07,48.5,2018-08-09,52.799999,88.7,1307.8
"2759","Consumer Services","ROKU",-5.31,-9.41,2018-11-06,56.400002,2018-11-08,51.09,-94.0999999999999,1213.7
"2760","Consumer Services","ROKU",0.8,1.47,2019-02-20,54.290001,2019-02-22,55.09,14.6999999999999,1228.4
"2761","Consumer Services","ROST",1.75,3.12,2016-02-29,56.099998,2016-03-02,57.849998,31.1999999999998,1031.2
"2762","Consumer Services","ROST",-2.07,-3.82,2016-05-18,54.119999,2016-05-20,52.049999,-38.2,993
"2763","Consumer Services","ROST",2.62,4.23,2016-08-17,61.880001,2016-08-19,64.5,42.3,1035.3
"2764","Consumer Services","ROST",4.63,7.34,2016-11-16,63.09,2016-11-18,67.720001,73.3999999999999,1108.7
"2765","Consumer Services","ROST",-0.96,-1.39,2017-02-27,68.980003,2017-03-01,68.019997,-13.9,1094.8
"2766","Consumer Services","ROST",1.6,2.61,2017-05-17,61.310001,2017-05-19,62.91,26.0999999999999,1120.9
"2767","Consumer Services","ROST",4.85,9,2017-08-16,53.880001,2017-08-18,58.73,90,1210.9
"2768","Consumer Services","ROST",7.89,12.28,2017-11-15,64.239998,2017-11-17,72.129997,122.8,1333.7
"2769","Consumer Services","ROST",-1.69,-2.16,2018-03-05,78.360001,2018-03-07,76.669998,-21.5999999999999,1312.1
"2770","Consumer Services","ROST",-2.4,-2.94,2018-05-23,81.580002,2018-05-25,79.18,-29.4,1282.7
"2771","Consumer Services","ROST",-1.14,-1.22,2018-08-22,93.139999,2018-08-24,92,-12.2,1270.5
"2772","Consumer Services","ROST",-10.5,-11.05,2018-11-19,95,2018-11-21,84.5,-110.5,1160
"2773","Technology","RP",0.99,5.68,2016-02-22,17.43,2016-02-24,18.42,56.8,1056.8
"2774","Technology","RP",-0.07,-0.31,2016-05-03,22.34,2016-05-05,22.27,-3.10000000000002,1053.7
"2775","Technology","RP",0.28,1.11,2016-08-02,25.23,2016-08-04,25.51,11.1000000000001,1064.8
"2776","Technology","RP",0.55,1.99,2016-11-02,27.65,2016-11-04,28.200001,19.9,1084.7
"2777","Technology","RP",0.65,1.93,2017-02-24,33.599998,2017-02-28,34.25,19.3000000000001,1104
"2778","Technology","RP",0.05,0.13,2017-05-03,37.200001,2017-05-05,37.25,1.30000000000007,1105.3
"2779","Technology","RP",2.8,7.16,2017-08-01,39.099998,2017-08-03,41.900002,71.6000000000001,1176.9
"2780","Technology","RP",-0.7,-1.6,2017-11-01,43.700001,2017-11-03,43,-16,1160.9
"2781","Technology","RP",1.2,2.34,2018-02-26,51.299999,2018-02-28,52.5,23.4000000000001,1184.3
"2782","Technology","RP",4.7,8.67,2018-05-02,54.200001,2018-05-04,58.900002,86.7,1271
"2783","Technology","RP",3.95,7.18,2018-08-01,55.049999,2018-08-03,59,71.8000000000002,1342.8
"2784","Technology","RP",5.04,9.6,2018-10-31,52.5,2018-11-02,57.540001,96,1438.8
"2785","Transportation","RYAAY",4.76,6.14,2016-01-29,77.559998,2016-02-01,82.32,61.3999999999999,1061.4
"2786","Transportation","RYAAY",1.51,1.91,2016-05-20,78.889999,2016-05-23,80.400002,19.0999999999999,1080.5
"2787","Transportation","RYAAY",2.32,3.43,2016-07-22,67.730003,2016-07-25,70.050003,34.3,1114.8
"2788","Transportation","RYAAY",4.09,5.46,2016-11-04,74.879997,2016-11-07,78.970001,54.5999999999999,1169.4
"2789","Transportation","RYAAY",-1.78,-2.09,2017-02-03,85.150002,2017-02-06,83.370003,-20.9,1148.5
"2790","Transportation","RYAAY",2.18,2.07,2017-05-26,105.160004,2017-05-30,107.339996,20.6999999999999,1169.2
"2791","Transportation","RYAAY",-0.54,-0.49,2017-07-21,110.440002,2017-07-24,109.900002,-4.89999999999998,1164.3
"2792","Transportation","RYAAY",7.26,6.99,2017-10-30,103.900002,2017-10-31,111.160004,69.9000000000001,1234.2
"2793","Transportation","RYAAY",-5.03,-4.13,2018-02-02,121.730003,2018-02-05,116.699997,-41.3,1192.9
"2794","Transportation","RYAAY",4.92,4.46,2018-05-18,110.25,2018-05-21,115.169998,44.5999999999999,1237.5
"2795","Transportation","RYAAY",-7.08,-6.05,2018-07-20,117,2018-07-23,109.919998,-60.5,1177
"2796","Transportation","RYAAY",3.76,4.66,2018-10-19,80.699997,2018-10-22,84.459999,46.5999999999999,1223.6
"2797","Transportation","RYAAY",-2.09,-2.89,2019-02-01,72.389999,2019-02-04,70.300003,-28.9000000000001,1194.7
"2798","Technology","SABR",-1.43,-5.98,2016-02-08,23.93,2016-02-09,22.5,-59.8,940.2
"2799","Technology","SABR",0.71,2.55,2016-04-27,27.84,2016-04-28,28.549999,25.5,965.7
"2800","Technology","SABR",-2.69,-9.22,2016-08-01,29.190001,2016-08-02,26.5,-92.2,873.5
"2801","Technology","SABR",-2.69,-10.47,2016-11-01,25.690001,2016-11-02,23,-104.7,768.8
"2802","Technology","SABR",-2.43,-9.78,2017-02-06,24.85,2017-02-07,22.42,-97.8,671
"2803","Technology","SABR",0.33,1.4,2017-05-01,23.5,2017-05-02,23.83,14,685
"2804","Technology","SABR",1.09,4.97,2017-07-31,21.91,2017-08-01,23,49.7,734.7
"2805","Technology","SABR",0.64,3.53,2017-10-30,18.110001,2017-10-31,18.75,35.3,770
"2806","Technology","SABR",0.32,1.67,2018-02-13,19.15,2018-02-14,19.469999,16.6999999999999,786.7
"2807","Technology","SABR",1.05,5.08,2018-04-30,20.65,2018-05-01,21.700001,50.8,837.5
"2808","Technology","SABR",0.32,1.24,2018-07-30,25.91,2018-07-31,26.23,12.4,849.9
"2809","Technology","SABR",-0.19,-0.81,2018-10-29,23.440001,2018-10-30,23.25,-8.10000000000002,841.8
"2810","Technology","SABR",-2.75,-11.57,2019-02-11,23.76,2019-02-12,21.01,-115.7,726.1
"2811","Health Care","SAGE",-1.62,-4.91,2016-02-23,32.990002,2016-02-24,31.370001,-49.1,950.9
"2812","Health Care","SAGE",-1.12,-3.09,2016-05-04,36.290001,2016-05-05,35.169998,-30.9000000000001,920
"2813","Health Care","SAGE",-7.66,-17.36,2016-08-08,44.119999,2016-08-09,36.459999,-173.6,746.4
"2814","Health Care","SAGE",0.31,0.71,2016-11-02,43.439999,2016-11-03,43.75,7.10000000000014,753.5
"2815","Health Care","SAGE",-1.94,-3.06,2017-02-22,63.470001,2017-02-23,61.529999,-30.5999999999999,722.9
"2816","Health Care","SAGE",-1.25,-1.79,2017-05-08,69.879997,2017-05-09,68.629997,-17.9,705
"2817","Health Care","SAGE",2.92,3.72,2017-08-02,78.480003,2017-08-03,81.400002,37.1999999999998,742.2
"2818","Health Care","SAGE",-2.48,-3.91,2017-11-01,63.369999,2017-11-02,60.889999,-39.1,703.1
"2819","Health Care","SAGE",6.15,3.82,2018-02-21,161.179993,2018-02-22,167.330002,38.2,741.3
"2820","Health Care","SAGE",-3.66,-2.5,2018-05-02,146.600006,2018-05-03,142.940002,-25,716.3
"2821","Health Care","SAGE",6.29,4.23,2018-08-06,148.679993,2018-08-07,154.970001,42.3,758.6
"2822","Health Care","SAGE",-19.36,-13.55,2018-11-05,142.899994,2018-11-06,123.540001,-135.5,623.1
"2823","Health Care","SAGE",2.66,1.67,2019-02-15,159.339996,2019-02-19,162,16.6999999999999,639.8
"2824","Consumer Services","SBAC",2.51,2.74,2016-02-24,91.589996,2016-02-26,94.099998,27.4000000000001,1027.4
"2825","Consumer Services","SBAC",-3.41,-3.3,2016-04-29,103.410004,2016-05-03,100,-33,994.4
"2826","Consumer Services","SBAC",2.31,2.05,2016-07-27,112.639999,2016-07-29,114.949997,20.5,1014.9
"2827","Consumer Services","SBAC",-5.2,-4.55,2016-10-31,114.220001,2016-11-02,109.019997,-45.5,969.4
"2828","Consumer Services","SBAC",1.26,1.13,2017-02-24,111.239998,2017-02-28,112.5,11.3000000000001,980.7
"2829","Consumer Services","SBAC",3.97,3.17,2017-04-28,125.040001,2017-05-02,129.009995,31.7,1012.4
"2830","Consumer Services","SBAC",-0.52,-0.38,2017-07-28,135.619995,2017-08-01,135.100006,-3.80000000000007,1008.6
"2831","Consumer Services","SBAC",3.93,2.69,2017-10-27,146.259995,2017-10-31,150.190002,26.8999999999999,1035.5
"2832","Consumer Services","SBAC",-10.26,-5.96,2018-02-23,172.080002,2018-02-27,161.820007,-59.6,975.9
"2833","Consumer Services","SBAC",-0.07,-0.04,2018-04-27,161.910004,2018-05-01,161.839996,-0.399999999999977,975.5
"2834","Consumer Services","SBAC",-3.5,-2.16,2018-07-27,161.75,2018-07-31,158.25,-21.5999999999999,953.9
"2835","Consumer Services","SBAC",4.99,3.04,2018-11-02,164.119995,2018-11-06,169.110001,30.4000000000001,984.3
"2836","Consumer Services","SBAC",-1.56,-0.85,2019-02-20,183.050003,2019-02-22,181.490005,-8.5,975.8
"2837","Finance","SBNY",3.51,2.62,2016-01-20,133.729996,2016-01-21,137.240005,26.2,1026.2
"2838","Finance","SBNY",2.67,1.85,2016-04-19,144.220001,2016-04-20,146.889999,18.5,1044.7
"2839","Finance","SBNY",-4.22,-3.29,2016-07-19,128.320007,2016-07-20,124.099998,-32.9000000000001,1011.8
"2840","Finance","SBNY",-2.08,-1.79,2016-10-19,116.080002,2016-10-20,114,-17.9,993.9
"2841","Finance","SBNY",3.09,2.07,2017-01-18,149.039993,2017-01-19,152.130005,20.6999999999999,1014.6
"2842","Finance","SBNY",2.22,1.61,2017-04-18,137.669998,2017-04-19,139.889999,16.1,1030.7
"2843","Finance","SBNY",-1.36,-0.98,2017-07-18,139.119995,2017-07-19,137.759995,-9.80000000000007,1020.9
"2844","Finance","SBNY",0.06,0.05,2017-10-18,124.529999,2017-10-19,124.589996,0.5,1021.4
"2845","Finance","SBNY",-0.71,-0.48,2018-01-17,148.210007,2018-01-18,147.5,-4.80000000000007,1016.6
"2846","Finance","SBNY",-7.13,-5.2,2018-04-18,137.130005,2018-04-19,130,-52,964.6
"2847","Finance","SBNY",-1.72,-1.38,2018-07-18,124.970001,2018-07-19,123.25,-13.8000000000001,950.8
"2848","Finance","SBNY",4.52,4.04,2018-10-17,111.830002,2018-10-18,116.349998,40.4000000000001,991.2
"2849","Finance","SBNY",1.43,1.29,2019-01-16,110.879997,2019-01-17,112.309998,12.8999999999999,1004.1
"2850","Consumer Services","SBUX",-0.02,-0.03,2016-01-20,57.57,2016-01-22,57.549999,-0.299999999999955,999.7
"2851","Consumer Services","SBUX",-2.03,-3.33,2016-04-20,61.040001,2016-04-22,59.009998,-33.3,966.4
"2852","Consumer Services","SBUX",0.6,1.05,2016-07-20,57,2016-07-22,57.599998,10.5,976.9
"2853","Consumer Services","SBUX",-0.91,-1.74,2016-11-02,52.34,2016-11-04,51.43,-17.4,959.5
"2854","Consumer Services","SBUX",-2.92,-4.98,2017-01-25,58.669998,2017-01-27,55.75,-49.8,909.7
"2855","Consumer Services","SBUX",-1.82,-2.97,2017-04-26,61.23,2017-04-28,59.41,-29.6999999999999,880
"2856","Consumer Services","SBUX",-3.57,-6.07,2017-07-26,58.799999,2017-07-28,55.23,-60.6999999999999,819.3
"2857","Consumer Services","SBUX",-0.94,-1.71,2017-11-01,55.099998,2017-11-03,54.16,-17.1,802.2
"2858","Consumer Services","SBUX",-3.57,-5.8,2018-01-24,61.509998,2018-01-26,57.939999,-58,744.2
"2859","Consumer Services","SBUX",-0.2,-0.34,2018-04-25,58.27,2018-04-27,58.07,-3.39999999999998,740.8
"2860","Consumer Services","SBUX",0.49,0.96,2018-07-25,51.009998,2018-07-27,51.5,9.60000000000002,750.4
"2861","Consumer Services","SBUX",3.01,5.1,2018-10-31,58.98,2018-11-02,61.990002,51,801.4
"2862","Consumer Services","SBUX",1.15,1.75,2019-01-23,65.879997,2019-01-25,67.029999,17.5000000000001,818.9
"2863","Finance","SEIC",2.13,4.85,2016-01-26,43.91,2016-01-27,46.040001,48.5,1048.5
"2864","Finance","SEIC",0.59,1.28,2016-04-19,46.25,2016-04-20,46.84,12.8,1061.3
"2865","Finance","SEIC",0.64,1.27,2016-07-26,50.360001,2016-07-27,51,12.6999999999999,1074
"2866","Finance","SEIC",0.24,0.54,2016-10-19,44.450001,2016-10-20,44.689999,5.40000000000009,1079.4
"2867","Finance","SEIC",1.06,2.12,2017-01-24,50.099998,2017-01-25,51.16,21.2000000000002,1100.6
"2868","Finance","SEIC",0.22,0.42,2017-04-18,52.049999,2017-04-19,52.27,4.19999999999993,1104.8
"2869","Finance","SEIC",0.36,0.63,2017-07-25,56.84,2017-07-26,57.200001,6.29999999999995,1111.1
"2870","Finance","SEIC",0.48,0.76,2017-10-24,63.07,2017-10-25,63.549999,7.60000000000002,1118.7
"2871","Finance","SEIC",-0.38,-0.5,2018-01-30,75.949997,2018-01-31,75.57,-5,1113.7
"2872","Finance","SEIC",-1.05,-1.49,2018-04-24,70.629997,2018-04-25,69.580002,-14.9,1098.8
"2873","Finance","SEIC",0.38,0.59,2018-07-18,64.199997,2018-07-19,64.580002,5.89999999999998,1104.7
"2874","Finance","SEIC",-2.01,-3.67,2018-10-22,54.73,2018-10-23,52.720001,-36.6999999999999,1068
"2875","Finance","SEIC",0.16,0.33,2019-01-29,48.790001,2019-01-30,48.950001,3.30000000000007,1071.3
"2876","Health Care","SGEN",-2.81,-9.06,2016-02-08,31.01,2016-02-10,28.200001,-90.6,909.4
"2877","Health Care","SGEN",-3.03,-7.81,2016-04-27,38.779999,2016-04-29,35.75,-78.1,831.3
"2878","Health Care","SGEN",-1.49,-3.38,2016-07-25,44.139999,2016-07-27,42.650002,-33.8000000000001,797.5
